department,course_number
LINGUIS,100
LINGUIS,C105
LINGUIS,113
LINGUIS,115
LINGUIS,120
LINGUIS,122
LINGUIS,140
LINGUIS,C142
LINGUIS,C146
LINGUIS,C160
LINGUIS,170
LINGUIS,181
LINGUIS,197
LINGUIS,211A
LINGUIS,220B
LINGUIS,230
LINGUIS,234
LINGUIS,240B
LINGUIS,290A
LINGUIS,290R
LINGUIS,297
LINGUIS,298
MASSCOM,24
MASSCOM,101
MASSCOM,C103
MASSCOM,C104C
MASSCOM,160
MASSCOM,170
MASSCOM,180
MASSCOM,C196W
MAT SCI,24
MAT SCI,103
MAT SCI,104
MAT SCI,111
MAT SCI,112
MAT SCI,125
MAT SCI,151
MAT SCI,H194
MAT SCI,199
MAT SCI,202
MAT SCI,C212
MAT SCI,C214
MAT SCI,C225
MAT SCI,241
MAT SCI,C286
MAT SCI,296B
MAT SCI,298
MAT SCI,299
MAT SCI,601
MAT SCI,602
MATH,1A
MATH,1B
MATH,10B
MATH,16A
MATH,16B
MATH,24
MATH,32
MATH,49
MATH,53
MATH,H54
MATH,54
MATH,55
MATH,98BC
MATH,104
MATH,105
MATH,110
MATH,H113
MATH,113
MATH,115
MATH,118
MATH,121A
MATH,121B
MATH,123
MATH,127
MATH,128A
MATH,128B
MATH,135
MATH,141
MATH,151
MATH,153
MATH,160
MATH,172
MATH,H185
MATH,185
MATH,191
MATH,196
MATH,197
MATH,198BC
MATH,199
MATH,202B
MATH,204
MATH,212
MATH,215B
MATH,C218B
MATH,221
MATH,222B
MATH,C223B
MATH,225B
MATH,228B
MATH,250B
MATH,256B
MATH,261B
MATH,270
MATH,273A
MATH,274
MATH,276
MATH,277
MATH,279
MATH,303
MATH,375
MATH,999
MEC ENG,24
MEC ENG,40
MEC ENG,C85
MEC ENG,98
MEC ENG,101
MEC ENG,102A
MEC ENG,102B
MEC ENG,104
MEC ENG,106
MEC ENG,107
MEC ENG,108
MEC ENG,109
MEC ENG,110
MEC ENG,C115
MEC ENG,C117
MEC ENG,122
MEC ENG,131
MEC ENG,132
MEC ENG,C134
MEC ENG,135
MEC ENG,167
MEC ENG,170
MEC ENG,C180
MEC ENG,191K
MEC ENG,H194
MEC ENG,196
MEC ENG,198
MEC ENG,199
MEC ENG,C201
MEC ENG,C213
MEC ENG,C215
MEC ENG,C216
MEC ENG,C218
MEC ENG,C225
MEC ENG,226
MEC ENG,233
MEC ENG,235
MEC ENG,C236
MEC ENG,237
MEC ENG,241B
MEC ENG,245
MEC ENG,256
MEC ENG,258
MEC ENG,259
MEC ENG,260B
MEC ENG,277
MEC ENG,280B
MEC ENG,282
MEC ENG,285A
MEC ENG,285D
MEC ENG,290A
MEC ENG,290I
MEC ENG,290J
MEC ENG,290L
MEC ENG,C290S
MEC ENG,298
MEC ENG,299
MEC ENG,375
M E STU,10
M E STU,130
M E STU,150
M E STU,190
M E STU,H195
M E STU,197
MIL AFF,1
MIL AFF,145B
MIL AFF,154
MIL AFF,199
AEROSPC,1B
AEROSPC,2B
AEROSPC,100
AEROSPC,135B
MIL SCI,1
MIL SCI,3
MIL SCI,101
MIL SCI,132
MIL SCI,142
NAV SCI,2
NAV SCI,10
NAV SCI,400E
NAV SCI,412
MCELLBI,15
MCELLBI,41
MCELLBI,50
MCELLBI,C61
MCELLBI,C100A
MCELLBI,100B
MCELLBI,102
MCELLBI,C103
MCELLBI,104
MCELLBI,110
MCELLBI,C110L
MCELLBI,C114
MCELLBI,118
MCELLBI,130A
MCELLBI,133L
MCELLBI,C134
MCELLBI,137
MCELLBI,140
MCELLBI,140L
MCELLBI,141
MCELLBI,C148
MCELLBI,149
MCELLBI,150
MCELLBI,150L
MCELLBI,160L
MCELLBI,161
MCELLBI,165
MCELLBI,206
MCELLBI,210
MCELLBI,C212A
MCELLBI,C212B
MCELLBI,C212C
MCELLBI,218C
MCELLBI,218D
MCELLBI,218E
MCELLBI,218F
MCELLBI,218H
MCELLBI,218I
MCELLBI,218J
MCELLBI,218O
MCELLBI,218P
MCELLBI,218Q
MCELLBI,218R
MCELLBI,218S
MCELLBI,218W
MCELLBI,218X
MCELLBI,218Z
MCELLBI,219A
MCELLBI,219B
MCELLBI,219F
MCELLBI,219G
MCELLBI,219H
MCELLBI,219J
MCELLBI,219S
MCELLBI,219T
MCELLBI,219U
MCELLBI,219X
MCELLBI,219Y
MCELLBI,219Z
MCELLBI,230
MCELLBI,231
MCELLBI,239B
MCELLBI,239BB
MCELLBI,239C
MCELLBI,239D
MCELLBI,239EE
MCELLBI,239FF
MCELLBI,239HH
MCELLBI,239I
MCELLBI,239J
MCELLBI,239K
MCELLBI,239KK
MCELLBI,239M
MCELLBI,239N
MCELLBI,239O
MCELLBI,239Q
MCELLBI,239R
MCELLBI,239T
MCELLBI,239U
MCELLBI,239V
MCELLBI,239W
MCELLBI,239Z
MCELLBI,240
MCELLBI,249BB
MCELLBI,249C
MCELLBI,249D
MCELLBI,249F
MCELLBI,249G
MCELLBI,249H
MCELLBI,249J
MCELLBI,249K
MCELLBI,249L
MCELLBI,249M
MCELLBI,249MM
MCELLBI,249N
MCELLBI,249O
MCELLBI,249Q
MCELLBI,249S
MCELLBI,249T
MCELLBI,249V
MCELLBI,249X
MCELLBI,249Y
MCELLBI,249Z
MCELLBI,250
MCELLBI,251
MCELLBI,259B
MCELLBI,259C
MCELLBI,259D
MCELLBI,259E
MCELLBI,259F
MCELLBI,259G
MCELLBI,259H
MCELLBI,259J
MCELLBI,259M
MCELLBI,259N
MCELLBI,C261
MCELLBI,C263
MCELLBI,269A
MCELLBI,269B
MCELLBI,269C
MCELLBI,269D
MCELLBI,269F
MCELLBI,269I
MCELLBI,269J
MCELLBI,269M
MCELLBI,269O
MCELLBI,269Q
MCELLBI,269R
MCELLBI,269S
MCELLBI,269T
MCELLBI,269U
MCELLBI,269W
MCELLBI,280C
MCELLBI,291B
MCELLBI,292
MCELLBI,295
MCELLBI,380
MCELLBI,481B
MCELLBI,481C
MUSIC,R1B
MUSIC,20A
MUSIC,20B
MUSIC,25A
MUSIC,26AC
MUSIC,29
MUSIC,40
MUSIC,41A
MUSIC,41B
MUSIC,42
MUSIC,44
MUSIC,49B
MUSIC,49C
MUSIC,50
MUSIC,51
MUSIC,60
MUSIC,61
MUSIC,74
MUSIC,77
MUSIC,97
MUSIC,98
MUSIC,98BC
MUSIC,99
MUSIC,116B
MUSIC,116BM
MUSIC,128
MUSIC,128S
MUSIC,128SM
MUSIC,139
MUSIC,140
MUSIC,141
MUSIC,142
MUSIC,143
MUSIC,144
MUSIC,145
MUSIC,146B
MUSIC,148
MUSIC,149
MUSIC,150A
MUSIC,150B
MUSIC,150C
MUSIC,150D
MUSIC,150E
MUSIC,150G
MUSIC,150H
MUSIC,151
MUSIC,155
MUSIC,161B
MUSIC,165
MUSIC,179
MUSIC,H195
MUSIC,197
MUSIC,198
MUSIC,198BC
MUSIC,199
MUSIC,202
MUSIC,203
MUSIC,204
MUSIC,220
MUSIC,246
MUSIC,250A
MUSIC,290
MUSIC,296
MUSIC,298
MUSIC,299
MUSIC,300
MUSIC,405
MUSIC,410
MUSIC,601
MUSIC,602
NSE,C203
NSE,298
NATAMST,R1A
NATAMST,R1B
NATAMST,20B
NATAMST,72
NATAMST,90
NATAMST,97
NATAMST,98
NATAMST,99
NATAMST,101
NATAMST,149
NATAMST,C152
NATAMST,173AC
NATAMST,178
NATAMST,190
NATAMST,H195B
NATAMST,197
NATAMST,198
NATAMST,199
NAT RES,24
NAT RES,84
NAT RES,C101
NE STUD,R1B
NE STUD,15
NE STUD,24
NE STUD,109
NE STUD,126
NE STUD,129
NE STUD,C135
NE STUD,140
NE STUD,165
NE STUD,C188
NE STUD,190A
NE STUD,190B
NE STUD,190C
NE STUD,198
NE STUD,291
NE STUD,296
NE STUD,298
ARABIC,1B
ARABIC,20B
ARABIC,100B
ARABIC,107
ARABIC,111B
ARABIC,298
CUNEIF,100B
CUNEIF,101B
CUNEIF,102B
CUNEIF,200B
CUNEIF,298
EGYPT,100B
EGYPT,202B
HEBREW,1B
HEBREW,20B
HEBREW,104B
HEBREW,107B
HEBREW,190B
HEBREW,198
HEBREW,202B
HEBREW,204B
PERSIAN,1B
PERSIAN,11B
PERSIAN,20B
PERSIAN,100B
PERSIAN,103B
PERSIAN,200B
SEMITIC,209B
TURKISH,1B
TURKISH,100B
TURKISH,101B
NEUROSC,C261
NEUROSC,C263
NEUROSC,290
NEUROSC,291B
NEUROSC,292
NEUROSC,294
NEUROSC,299
NWMEDIA,190
NWMEDIA,200
NWMEDIA,203
NWMEDIA,C265
NUC ENG,24
NUC ENG,100
NUC ENG,102
NUC ENG,104
NUC ENG,124
NUC ENG,130
NUC ENG,150
NUC ENG,155
NUC ENG,162
NUC ENG,170A
NUC ENG,H194
NUC ENG,198
NUC ENG,199
NUC ENG,201
NUC ENG,221
NUC ENG,230
NUC ENG,281
NUC ENG,C285
NUC ENG,290A
NUC ENG,290B
NUC ENG,295
NUC ENG,298
NUC ENG,299
NUC ENG,602
NUSCTX,10
NUSCTX,11
NUSCTX,98
NUSCTX,99
NUSCTX,104
NUSCTX,C114
NUSCTX,115
NUSCTX,121
NUSCTX,135
NUSCTX,145
NUSCTX,C159
NUSCTX,160
NUSCTX,161B
NUSCTX,170
NUSCTX,190
NUSCTX,193
NUSCTX,194
NUSCTX,H196
NUSCTX,198
NUSCTX,199
NUSCTX,211B
NUSCTX,250
NUSCTX,260
NUSCTX,290
NUSCTX,292
NUSCTX,296A
NUSCTX,296B
NUSCTX,296C
NUSCTX,296D
NUSCTX,296E
NUSCTX,296F
NUSCTX,296G
NUSCTX,296H
NUSCTX,296I
NUSCTX,296J
NUSCTX,296L
NUSCTX,298
NUSCTX,299
NUSCTX,302
NUSCTX,999
OPTOM,10
OPTOM,98
OPTOM,200B
OPTOM,200BL
OPTOM,200D
OPTOM,200DL
OPTOM,222A
OPTOM,226B
OPTOM,230B
OPTOM,231B
OPTOM,236B
OPTOM,240
OPTOM,256
OPTOM,260A
OPTOM,270C
OPTOM,281B
OPTOM,291B
OPTOM,292B
OPTOM,298B
OPTOM,299B
OPTOM,430C
OPTOM,440C
OPTOM,441C
OPTOM,450B
OPTOM,452
OPTOM,499
VIS SCI,24
VIS SCI,84
VIS SCI,199
VIS SCI,201B
VIS SCI,203B
VIS SCI,206B
VIS SCI,206C
VIS SCI,212E
VIS SCI,212F
VIS SCI,212G
VIS SCI,217
VIS SCI,219
VIS SCI,262
VIS SCI,C280
VIS SCI,298
VIS SCI,299
VIS SCI,300
VIS SCI,601
VIS SCI,602
PACS,10
PACS,98
PACS,100
PACS,127
PACS,130
PACS,135
PACS,149
PACS,151
PACS,190
PACS,H195
PACS,195
PHILOS,3
PHILOS,4
PHILOS,11
PHILOS,12A
PHILOS,25B
PHILOS,98BC
PHILOS,100
PHILOS,104
PHILOS,115
PHILOS,122
PHILOS,132
PHILOS,133
PHILOS,140A
PHILOS,142
PHILOS,153
PHILOS,172
PHILOS,178
PHILOS,190
PHILOS,198BC
PHILOS,290
PHILOS,295
PHYS ED,1
PHYS ED,2
PHYS ED,3
PHYS ED,4
PHYS ED,5
PHYS ED,11
PHYS ED,12
PHYS ED,32
PHYS ED,98
PHYS ED,C129
PHYS ED,197
PHYS ED,198
PHYS ED,C407
PHYSICS,7A
PHYSICS,7B
PHYSICS,H7B
PHYSICS,7C
PHYSICS,H7C
PHYSICS,8A
PHYSICS,8B
PHYSICS,49
PHYSICS,77
PHYSICS,89
PHYSICS,98BC
PHYSICS,99
PHYSICS,105
PHYSICS,110A
PHYSICS,110B
PHYSICS,111A
PHYSICS,111B
PHYSICS,112
PHYSICS,130
PHYSICS,137A
PHYSICS,137B
PHYSICS,139
PHYSICS,141A
PHYSICS,141B
PHYSICS,142
PHYSICS,C161
PHYSICS,177
PHYSICS,H190
PHYSICS,H195A
PHYSICS,H195B
PHYSICS,198BC
PHYSICS,199
PHYSICS,C202
PHYSICS,211
PHYSICS,216
PHYSICS,221B
PHYSICS,229
PHYSICS,231
PHYSICS,232B
PHYSICS,233A
PHYSICS,234B
PHYSICS,240B
PHYSICS,242B
PHYSICS,C285
PHYSICS,290B
PHYSICS,C290C
PHYSICS,290E
PHYSICS,290F
PHYSICS,290K
PHYSICS,290P
PHYSICS,290S
PHYSICS,290Z
PHYSICS,299
PHYSICS,301
PHYSICS,602
PHYSICS,999
PLANTBI,11
PLANTBI,24
PLANTBI,40
PLANTBI,99
PLANTBI,101L
PLANTBI,C103
PLANTBI,C114
PLANTBI,120
PLANTBI,120L
PLANTBI,122
PLANTBI,C134
PLANTBI,C148
PLANTBI,160
PLANTBI,165
PLANTBI,H196
PLANTBI,199
PLANTBI,200B
PLANTBI,200C
PLANTBI,200F
PLANTBI,220B
PLANTBI,220C
PLANTBI,220F
PLANTBI,222
PLANTBI,290
PLANTBI,297
PLANTBI,298
PLANTBI,299
POLECON,100
POLECON,101
POLECON,150
POLECON,160
POLECON,H195
POL SCI,1
POL SCI,2
POL SCI,4
POL SCI,106A
POL SCI,109B
POL SCI,109P
POL SCI,110B
POL SCI,111AC
POL SCI,112A
POL SCI,112C
POL SCI,123M
POL SCI,123S
POL SCI,124A
POL SCI,124C
POL SCI,144
POL SCI,149E
POL SCI,149N
POL SCI,161
POL SCI,166
POL SCI,171
POL SCI,179
POL SCI,186
POL SCI,H190B
POL SCI,191
POL SCI,C196A
POL SCI,C196B
POL SCI,198
POL SCI,200B
POL SCI,203
POL SCI,210
POL SCI,211
POL SCI,212C
POL SCI,220A
POL SCI,231B
POL SCI,232A
POL SCI,232B
POL SCI,234A
POL SCI,236B
POL SCI,261
POL SCI,274
POL SCI,289
POL SCI,290
POL SCI,290B
POL SCI,291AS
POL SCI,291IR
POL SCI,292
POL SCI,296
POL SCI,299
POL SCI,398
POL SCI,404
PSYCH,W1
PSYCH,1
PSYCH,2
PSYCH,10
PSYCH,39O
PSYCH,C61
PSYCH,98
PSYCH,101
PSYCH,114
PSYCH,C116
PSYCH,117
PSYCH,121
PSYCH,125
PSYCH,C126
PSYCH,130
PSYCH,131
PSYCH,135
PSYCH,140
PSYCH,141
PSYCH,C143
PSYCH,148
PSYCH,150
PSYCH,160
PSYCH,C162
PSYCH,H194B
PSYCH,210A
PSYCH,229A
PSYCH,229B
PSYCH,233A
PSYCH,236
PSYCH,237E
PSYCH,237G
PSYCH,237H
PSYCH,239
PSYCH,240A
PSYCH,249
PSYCH,250B
PSYCH,250D
PSYCH,259
PSYCH,269
PSYCH,290B
PSYCH,290H
PSYCH,290Z
PSYCH,293
PSYCH,294
PSYCH,298
PSYCH,299
PSYCH,301
PB HLTH,14
PB HLTH,39I
PB HLTH,84
PB HLTH,98
PB HLTH,C102
PB HLTH,104B
PB HLTH,112
PB HLTH,116
PB HLTH,C117
PB HLTH,126
PB HLTH,142
PB HLTH,144A
PB HLTH,144B
PB HLTH,150A
PB HLTH,150D
PB HLTH,150E
PB HLTH,C160
PB HLTH,170C
PB HLTH,H195B
PB HLTH,196
PB HLTH,198
PB HLTH,200A
PB HLTH,200C3
PB HLTH,201E
PB HLTH,C202B
PB HLTH,202G
PB HLTH,204F
PB HLTH,205
PB HLTH,206D
PB HLTH,207A
PB HLTH,210F
PB HLTH,212D
PB HLTH,212E
PB HLTH,214
PB HLTH,216A
PB HLTH,218B
PB HLTH,219C
PB HLTH,219E
PB HLTH,220E
PB HLTH,221B
PB HLTH,222A
PB HLTH,223C
PB HLTH,223E
PB HLTH,223F
PB HLTH,224A
PB HLTH,231A
PB HLTH,C233
PB HLTH,236
PB HLTH,C240A
PB HLTH,241
PB HLTH,243C
PB HLTH,250C
PB HLTH,252
PB HLTH,252B
PB HLTH,252D
PB HLTH,253B
PB HLTH,253D
PB HLTH,253G
PB HLTH,255D
PB HLTH,256
PB HLTH,257
PB HLTH,260B
PB HLTH,260C
PB HLTH,262
PB HLTH,266
PB HLTH,266B
PB HLTH,269C
PB HLTH,270A
PB HLTH,270C
PB HLTH,271C
PB HLTH,271D
PB HLTH,271E
PB HLTH,C271G
PB HLTH,272A
PB HLTH,275
PB HLTH,281
PB HLTH,C285
PB HLTH,288C
PB HLTH,288D
PB HLTH,290
PB HLTH,291A
PB HLTH,292
PB HLTH,293
PB HLTH,295
PB HLTH,296
PB HLTH,297
PB HLTH,298
PB HLTH,299
PB HLTH,375B
PUB POL,101
PUB POL,C103
PUB POL,157
PUB POL,190
PUB POL,200
PUB POL,205
PUB POL,210B
PUB POL,240B
PUB POL,257
PUB POL,280
PUB POL,C285
PUB POL,290
PUB POL,296
PUB POL,297
PUB POL,298
PUB POL,299
RELIGST,90B
RELIGST,C104
RELIGST,C108
RELIGST,190
RELIGST,H195A
RELIGST,H195B
RELIGST,199
RHETOR,R1A
RHETOR,R1B
RHETOR,20
RHETOR,84
RHETOR,103B
RHETOR,104
RHETOR,109
RHETOR,116
RHETOR,117
RHETOR,127
RHETOR,128T
RHETOR,130
RHETOR,131T
RHETOR,132T
RHETOR,137
RHETOR,138
RHETOR,158
RHETOR,166
RHETOR,167
RHETOR,170
RHETOR,182
RHETOR,189
RHETOR,H190A
RHETOR,H190B
RHETOR,197
RHETOR,199
RHETOR,230
RHETOR,240G
RHETOR,250
RHETOR,295
RHETOR,299
RHETOR,601
RHETOR,602
SCANDIN,R5B
SCANDIN,60
SCANDIN,98
SCANDIN,101B
SCANDIN,106
SCANDIN,120
SCANDIN,145
SCANDIN,149
SCANDIN,150
SCANDIN,C160
SCANDIN,198
SCANDIN,199
SCANDIN,220
SCANDIN,249
SCANDIN,250
SCANDIN,298
SCANDIN,299
SCANDIN,300B
SCANDIN,301
SCANDIN,601
SCANDIN,602
SCMATHE,210
SCMATHE,292
SCMATHE,294
SCMATHE,295
SCMATHE,299
SCMATHE,602
SLAVIC,R5A
SLAVIC,R5B
SLAVIC,24
SLAVIC,39L
SLAVIC,46
SLAVIC,50
SLAVIC,98
SLAVIC,99
SLAVIC,134C
SLAVIC,138
SLAVIC,147A
SLAVIC,147R
SLAVIC,161
SLAVIC,170
SLAVIC,190
SLAVIC,H195
SLAVIC,198
SLAVIC,199
SLAVIC,200
SLAVIC,242
SLAVIC,246A
SLAVIC,280
SLAVIC,298
SLAVIC,299
SLAVIC,375A
SLAVIC,375B
SLAVIC,601
SLAVIC,602
SOC WEL,98BC
SOC WEL,107
SOC WEL,110
SOC WEL,112
SOC WEL,114
SOC WEL,116
SOC WEL,116H
SOC WEL,181
SOC WEL,H195
SOC WEL,198BC
SOC WEL,205
SOC WEL,210B
SOC WEL,210C
SOC WEL,210I
SOC WEL,222
SOC WEL,226
SOC WEL,230
SOC WEL,232
SOC WEL,236
SOC WEL,238C
SOC WEL,243
SOC WEL,244
SOC WEL,245
SOC WEL,246
SOC WEL,250B
SOC WEL,250C
SOC WEL,250J
SOC WEL,250M
SOC WEL,250N
SOC WEL,250T
SOC WEL,250Z
SOC WEL,255
SOC WEL,257
SOC WEL,260
SOC WEL,265M
SOC WEL,274
SOC WEL,282B
SOC WEL,289A
SOC WEL,298
SOC WEL,301
SOC WEL,400B
SOC WEL,401
SOC WEL,403
SOCIOL,1
SOCIOL,3AC
SOCIOL,5
SOCIOL,7
SOCIOL,98BC
SOCIOL,102
SOCIOL,106
SOCIOL,110
SOCIOL,111AC
SOCIOL,113AC
SOCIOL,115G
SOCIOL,117
SOCIOL,120
SOCIOL,121
SOCIOL,127
SOCIOL,130AC
SOCIOL,131AC
SOCIOL,133
SOCIOL,136
SOCIOL,140
SOCIOL,150
SOCIOL,160
SOCIOL,163
SOCIOL,166
SOCIOL,C167
SOCIOL,169F
SOCIOL,180C
SOCIOL,182
SOCIOL,190
SOCIOL,H190B
SOCIOL,193
SOCIOL,194
SOCIOL,C196A
SOCIOL,C196B
SOCIOL,C196W
SOCIOL,197
SOCIOL,198
SOCIOL,198BC
SOCIOL,199
SOCIOL,201B
SOCIOL,202B
SOCIOL,271C
SOCIOL,C271D
SOCIOL,273D
SOCIOL,280C
SOCIOL,280J
SOCIOL,280P
SOCIOL,280Y
SOCIOL,295
SOCIOL,296
SOCIOL,298
SOCIOL,299
SOCIOL,301
SOCIOL,401
SOCIOL,601
SOCIOL,602
"S,SEASN",R5B
"S,SEASN",39J
"S,SEASN",120
"S,SEASN",C145
"S,SEASN",250
S ASIAN,1B
S ASIAN,R5B
S ASIAN,110
S ASIAN,C215
SEASIAN,10B
BANGLA,1B
HIN-URD,1B
HIN-URD,2B
HIN-URD,100B
HIN-URD,101B
HIN-URD,103B
HIN-URD,104B
HIN-URD,221
KHMER,1B
KHMER,100B
KHMER,101B
MALAY/I,1B
MALAY/I,100B
MALAY/I,210B
PUNJABI,1B
PUNJABI,100B
SANSKR,100B
SANSKR,101C
SANSKR,200B
TAMIL,1B
TAMIL,101B
TAMIL,210B
THAI,1B
THAI,100B
THAI,101B
VIETNMS,1B
VIETNMS,100B
VIETNMS,101B
SPANISH,1
SPANISH,R1B
SPANISH,2
SPANISH,3
SPANISH,4
SPANISH,21
SPANISH,22
SPANISH,24
SPANISH,25
SPANISH,100
SPANISH,102A
SPANISH,104B
SPANISH,107B
SPANISH,135
SPANISH,135W
SPANISH,162
SPANISH,163
SPANISH,164
SPANISH,C178
SPANISH,H195
SPANISH,H195A
SPANISH,H195B
SPANISH,197
SPANISH,199
SPANISH,200B
SPANISH,C203
SPANISH,234A
SPANISH,242
SPANISH,280
SPANISH,285
SPANISH,298
SPANISH,299
SPANISH,302
SPANISH,601
SPANISH,602
PORTUG,24
PORTUG,101A
PORTUG,101B
PORTUG,102
PORTUG,103
PORTUG,135
PORTUG,H195
PORTUG,199
PORTUG,275
PORTUG,298
PORTUG,299
CATALAN,101
STAT,2
STAT,C8
STAT,20
STAT,W21
STAT,88
STAT,131A
STAT,133
STAT,134
STAT,135
STAT,150
STAT,151A
STAT,152
STAT,153
STAT,154
STAT,155
STAT,157
STAT,158
STAT,C205B
STAT,C206B
STAT,210B
STAT,212B
STAT,215B
STAT,222
STAT,230A
STAT,239B
STAT,C241B
STAT,C245A
STAT,248
STAT,259
STAT,260
STAT,C261
STAT,272
STAT,278B
STAT,298
STAT,299
STAT,601
STAT,602
THEATER,R1A
THEATER,R1B
THEATER,10
THEATER,25AC
THEATER,26
THEATER,39
THEATER,40
THEATER,60
THEATER,98
THEATER,100
THEATER,109
THEATER,110B
THEATER,111
THEATER,112
THEATER,119
THEATER,121
THEATER,125D
THEATER,126
THEATER,139B
THEATER,141
THEATER,143
THEATER,146B
THEATER,163
THEATER,166
THEATER,167
THEATER,168
THEATER,169
THEATER,171
THEATER,172
THEATER,173B
THEATER,174B
THEATER,175B
THEATER,176
THEATER,177
THEATER,178
THEATER,179
THEATER,180
THEATER,181
THEATER,C183A
THEATER,200B
THEATER,201
THEATER,203
THEATER,266
UGIS,82
UGIS,98
UGIS,112
UGIS,140
UGIS,156
UGIS,187
UGIS,188
UGIS,192A
UGIS,192B
UGIS,192C
UGIS,192D
UGIS,192E
UGIS,198
UGIS,303
UGIS,304
BIOLOGY,1A
BIOLOGY,1AL
BIOLOGY,1B
MEDIAST,24
MEDIAST,84
MEDIAST,101
MEDIAST,C103
MEDIAST,104A
MEDIAST,C104C
MEDIAST,160
MEDIAST,170
MEDIAST,180
MEDIAST,H195
MEDIAST,C196W
TELUGU,1B
FILIPN,1B
FILIPN,100B
FILIPN,W100B
FILIPN,101B
FILIPN,W101B
GPP,105
GPP,150
GPP,196
GMS,200
GMS,201
DEVP,225
DEVP,227
DEVP,233
DEVP,237
DEVP,239
DEVP,246
DEVP,299
CMPBIO,98BC
CMPBIO,198BC
CMPBIO,290
CMPBIO,294B
CMPBIO,295
STS,C100
STS,C250
DEV ENG,210
ARMENI,1B
ARMENI,101B
ARMENI,124
BOSCRSR,27B
BOSCRSR,117B
CZECH,26B
CZECH,116B
DANISH,1B
FINNISH,1B
FINNISH,102B
HUNGARI,1B
HUNGARI,100
ICELAND,1B
MONGOLN,1B
MONGOLN,C117
NORWEGN,1B
POLISH,25B
POLISH,115B
RUSSIAN,1
RUSSIAN,2
RUSSIAN,3
RUSSIAN,4
RUSSIAN,6B
RUSSIAN,103B
RUSSIAN,120B
RUSSIAN,201
SWEDISH,1B
EECS,151
EECS,151LA
EECS,151LB
EECS,251A
EECS,251LA
EECS,251LB
